,carat,cut,color,clarity,depth,table,price,x,y,z
375,0.81,Premium,6,2,59.2,57.0,2809,6.15,0.81,0.81
376,0.71,Premium,4,3,60.7,54.0,2809,5.84,0.71,0.71
377,1.2,Fair,4,1,64.6,56.0,2809,6.73,1.2,1.2
378,0.7,Very Good,4,5,61.8,56.0,2810,5.63,0.7,0.7
379,0.7,Very Good,4,5,59.9,60.0,2810,5.77,0.7,0.7
380,0.74,Ideal,6,2,61.7,55.0,2810,5.81,0.74,0.74
381,0.7,Good,4,5,62.8,61.0,2810,5.57,0.7,0.7
382,0.8,Good,3,3,62.7,57.0,2810,5.84,0.8,0.8
383,0.75,Very Good,4,3,63.4,58.0,2811,5.72,0.75,0.75
384,0.83,Very Good,6,3,63.5,54.0,2811,5.98,0.83,0.83
385,1.0,Fair,0,4,65.7,59.0,2811,6.14,1.0,1.0
386,0.99,Fair,1,2,68.1,56.0,2811,6.21,0.99,0.99
387,0.7,Very Good,3,5,63.0,60.0,2812,5.57,0.7,0.7
388,0.7,Very Good,4,4,59.5,58.0,2812,5.75,0.7,0.7
389,0.7,Good,5,3,63.5,59.0,2812,5.49,0.7,0.7
390,0.7,Very Good,4,4,61.7,58.0,2812,5.63,0.7,0.7
391,0.32,Premium,1,3,62.7,58.0,554,4.37,0.32,0.32
392,0.32,Premium,1,3,62.8,58.0,554,4.39,0.32,0.32
393,0.32,Ideal,1,3,62.4,57.0,554,4.37,0.32,0.32
394,0.32,Premium,1,3,61.0,59.0,554,4.39,0.32,0.32
395,0.32,Very Good,1,3,63.1,56.0,554,4.39,0.32,0.32
396,0.32,Ideal,1,3,60.7,57.0,554,4.47,0.32,0.32
397,0.3,Premium,2,3,60.9,59.0,554,4.31,0.3,0.3
398,0.3,Premium,2,3,60.1,55.0,554,4.41,0.3,0.3
399,0.3,Premium,2,3,62.9,58.0,554,4.28,0.3,0.3
400,0.3,Very Good,2,3,63.3,56.0,554,4.29,0.3,0.3
401,0.3,Good,2,3,63.8,55.0,554,4.26,0.3,0.3
402,0.3,Ideal,2,3,62.9,57.0,554,4.27,0.3,0.3
403,0.3,Very Good,2,3,63.4,60.0,554,4.25,0.3,0.3
404,0.32,Good,1,3,63.9,55.0,554,4.36,0.32,0.32
405,0.33,Ideal,2,2,61.4,56.0,554,4.85,0.33,0.33
406,0.29,Very Good,5,5,61.9,55.0,555,4.28,0.29,0.29
407,0.29,Very Good,5,5,62.4,55.0,555,4.2,0.29,0.29
408,0.31,Very Good,4,3,61.8,58.0,555,4.32,0.31,0.31
409,0.34,Ideal,2,4,61.5,56.0,555,4.47,0.34,0.34
410,0.34,Ideal,2,4,60.4,57.0,555,4.54,0.34,0.34
411,0.34,Ideal,1,5,61.8,55.0,555,4.48,0.34,0.34
412,0.34,Ideal,1,5,62.0,56.0,555,4.5,0.34,0.34
413,0.3,Ideal,3,5,62.3,56.0,555,4.29,0.3,0.3
414,0.29,Ideal,4,5,61.6,56.0,555,4.26,0.29,0.29
415,0.35,Ideal,3,3,60.6,56.0,555,4.56,0.35,0.35
416,0.43,Very Good,5,1,58.4,62.0,555,4.94,0.43,0.43
417,0.32,Very Good,4,4,61.4,58.0,556,4.37,0.32,0.32
418,0.36,Ideal,1,4,61.9,56.0,556,4.54,0.36,0.36
419,0.3,Ideal,3,4,62.0,56.0,556,4.28,0.3,0.3
420,0.26,Ideal,5,5,61.5,57.0,556,4.09,0.26,0.26
421,0.7,Very Good,4,4,62.3,58.0,2812,5.64,0.7,0.7
422,0.7,Very Good,4,4,60.9,61.0,2812,5.66,0.7,0.7
423,0.71,Ideal,6,3,62.4,57.0,2812,5.69,0.71,0.71
424,0.99,Fair,0,3,55.0,61.0,2812,6.72,0.99,0.99
425,0.73,Premium,5,4,58.6,60.0,2812,5.92,0.73,0.73
426,0.51,Ideal,4,7,62.0,57.0,2812,5.15,0.51,0.51
427,0.91,Premium,3,2,59.8,58.0,2813,6.3,0.91,0.91
428,0.84,Very Good,5,3,63.4,55.0,2813,6.0,0.84,0.84
429,0.91,Good,1,4,64.3,58.0,2813,6.09,0.91,0.91
430,0.76,Premium,5,3,62.2,59.0,2814,5.86,0.76,0.76
431,0.76,Ideal,5,3,61.7,57.0,2814,5.88,0.76,0.76
432,0.75,Premium,5,3,61.1,59.0,2814,5.86,0.75,0.75
433,0.55,Very Good,6,7,61.5,56.0,2815,5.23,0.55,0.55
434,0.76,Very Good,4,2,58.5,62.0,2815,5.93,0.76,0.76
435,0.74,Premium,3,5,61.7,58.0,2815,5.79,0.74,0.74
436,0.7,Ideal,2,3,60.4,56.0,2815,5.75,0.7,0.7
437,0.7,Ideal,2,3,61.4,56.0,2815,5.7,0.7,0.7
438,0.7,Ideal,2,3,61.5,55.0,2815,5.73,0.7,0.7
439,0.7,Ideal,2,3,61.4,56.0,2815,5.72,0.7,0.7
440,0.9,Fair,0,4,65.0,56.0,2815,6.08,0.9,0.9
441,0.95,Fair,4,2,56.0,60.0,2815,6.62,0.95,0.95
442,0.89,Premium,2,2,60.2,59.0,2815,6.26,0.89,0.89
443,0.72,Premium,5,4,58.3,58.0,2815,5.99,0.72,0.72
444,0.96,Fair,5,2,53.1,63.0,2815,6.73,0.96,0.96
445,1.02,Premium,3,1,60.3,58.0,2815,6.55,1.02,1.02
446,0.78,Very Good,1,6,61.4,56.0,2816,5.91,0.78,0.78
447,0.61,Ideal,3,6,60.1,57.0,2816,5.52,0.61,0.61
448,0.71,Good,6,5,63.4,55.0,2816,5.61,0.71,0.71
449,0.78,Premium,4,3,61.5,59.0,2816,5.96,0.78,0.78
450,0.87,Ideal,2,2,62.7,56.0,2816,6.16,0.87,0.87
451,0.83,Ideal,2,3,62.5,55.0,2816,6.04,0.83,0.83
452,0.71,Premium,5,3,61.3,56.0,2817,5.78,0.71,0.71
453,0.71,Ideal,1,6,60.2,56.0,2817,5.84,0.71,0.71
454,0.71,Ideal,5,4,62.7,57.0,2817,5.66,0.71,0.71
455,0.71,Premium,5,4,62.3,58.0,2817,5.69,0.71,0.71
456,0.63,Ideal,4,6,61.5,56.0,2817,5.48,0.63,0.63
457,0.71,Premium,5,3,59.2,59.0,2817,5.86,0.71,0.71
458,0.71,Premium,5,3,61.8,59.0,2817,5.75,0.71,0.71
459,0.71,Ideal,5,3,61.3,55.0,2817,5.77,0.71,0.71
460,0.71,Premium,5,3,61.4,58.0,2817,5.77,0.71,0.71
461,0.9,Ideal,0,4,62.8,55.0,2817,6.2,0.9,0.9
462,0.71,Good,5,3,62.8,64.0,2817,5.6,0.71,0.71
463,0.7,Premium,5,4,62.4,61.0,2818,5.66,0.7,0.7
464,0.7,Premium,5,4,59.3,60.0,2818,5.78,0.7,0.7
465,0.7,Premium,5,4,63.0,60.0,2818,5.64,0.7,0.7
466,1.0,Premium,2,1,61.3,60.0,2818,6.43,1.0,1.0
467,0.86,Premium,4,2,59.3,62.0,2818,6.36,0.86,0.86
468,0.8,Ideal,2,3,61.0,57.0,2818,6.07,0.8,0.8
469,0.7,Ideal,5,5,62.9,57.0,2818,5.66,0.7,0.7
470,0.7,Premium,5,5,59.6,57.0,2818,5.91,0.7,0.7
471,0.7,Premium,4,4,61.8,60.0,2818,5.69,0.7,0.7
472,0.7,Premium,5,5,62.7,57.0,2818,5.68,0.7,0.7
473,1.0,Fair,2,2,65.3,62.0,2818,6.34,1.0,1.0
474,0.72,Very Good,3,5,63.8,58.0,2819,5.64,0.72,0.72
475,0.72,Ideal,2,5,62.3,56.0,2819,5.73,0.72,0.72
476,0.7,Good,4,5,59.7,63.0,2819,5.76,0.7,0.7
477,0.86,Good,4,2,64.3,60.0,2819,5.97,0.86,0.86
478,0.71,Ideal,3,5,62.9,58.0,2820,5.66,0.71,0.71
479,0.75,Ideal,5,3,62.0,57.0,2821,5.8,0.75,0.75
480,0.73,Premium,5,4,61.6,59.0,2821,5.77,0.73,0.73
481,0.53,Ideal,5,7,61.9,55.0,2821,5.2,0.53,0.53
482,0.73,Premium,5,3,61.3,58.0,2821,5.83,0.73,0.73
483,0.73,Good,5,3,63.6,57.0,2821,5.72,0.73,0.73
484,0.73,Premium,5,3,59.6,61.0,2821,5.92,0.73,0.73
485,0.73,Premium,5,3,62.2,59.0,2821,5.77,0.73,0.73
486,0.73,Premium,6,3,61.7,55.0,2821,5.84,0.73,0.73
487,0.73,Very Good,5,3,63.2,58.0,2821,5.76,0.73,0.73
488,0.7,Premium,5,5,60.8,60.0,2822,5.74,0.7,0.7
489,0.72,Premium,5,4,60.3,59.0,2822,5.84,0.72,0.72
490,0.72,Premium,5,4,60.9,60.0,2822,5.8,0.72,0.72
491,0.72,Premium,5,4,62.4,59.0,2822,5.77,0.72,0.72
492,0.7,Premium,5,4,60.2,60.0,2822,5.73,0.7,0.7
493,0.6,Ideal,4,6,62.0,55.0,2822,5.37,0.6,0.6
494,0.74,Ideal,1,7,60.8,57.0,2822,5.85,0.74,0.74
495,0.73,Ideal,4,3,62.1,55.0,2822,5.75,0.73,0.73
496,0.71,Premium,6,3,62.7,60.0,2822,5.71,0.71,0.71
497,0.71,Premium,6,3,61.3,58.0,2822,5.75,0.71,0.71
498,0.7,Premium,6,3,60.2,60.0,2822,5.82,0.7,0.7
499,0.7,Ideal,6,3,60.7,56.0,2822,5.75,0.7,0.7
500,0.9,Good,0,4,64.0,61.0,2822,6.04,0.9,0.9
501,0.71,Ideal,6,3,60.2,56.0,2822,5.86,0.71,0.71
502,0.7,Premium,5,4,61.5,59.0,2822,5.73,0.7,0.7
503,0.7,Premium,5,4,62.6,56.0,2822,5.71,0.7,0.7
504,0.7,Ideal,6,3,59.7,58.0,2822,5.82,0.7,0.7
505,0.7,Good,5,3,61.4,64.0,2822,5.71,0.7,0.7
506,0.7,Ideal,6,3,62.5,57.0,2822,5.62,0.7,0.7
507,0.7,Ideal,6,3,61.8,56.0,2822,5.73,0.7,0.7
508,0.7,Premium,5,4,60.7,62.0,2822,5.72,0.7,0.7
509,0.7,Premium,4,4,60.6,58.0,2822,5.8,0.7,0.7
510,0.7,Ideal,6,3,61.4,54.0,2822,5.75,0.7,0.7
511,0.79,Very Good,6,2,62.8,59.0,2823,5.86,0.79,0.79
512,0.9,Good,1,3,63.8,57.0,2823,6.06,0.9,0.9
513,0.71,Premium,5,4,62.3,58.0,2823,5.71,0.71,0.71
514,0.61,Ideal,5,6,61.3,54.0,2823,5.51,0.61,0.61
515,0.9,Fair,2,2,65.8,54.0,2823,6.05,0.9,0.9
516,0.71,Ideal,5,3,60.5,56.0,2823,5.77,0.71,0.71
517,0.71,Premium,6,4,61.2,59.0,2824,5.74,0.71,0.71
518,0.77,Ideal,1,6,62.1,57.0,2824,5.84,0.77,0.77
519,0.74,Good,5,5,63.1,58.0,2824,5.73,0.74,0.74
520,0.82,Ideal,4,2,62.4,54.0,2824,6.02,0.82,0.82
521,0.82,Premium,5,2,60.8,60.0,2824,6.05,0.82,0.82
522,0.71,Premium,3,5,62.2,59.0,2825,5.73,0.71,0.71
523,0.83,Premium,2,3,60.0,59.0,2825,6.08,0.83,0.83
524,0.73,Very Good,3,5,62.0,57.0,2825,5.75,0.73,0.73
525,0.83,Premium,2,3,62.5,59.0,2825,6.02,0.83,0.83
526,1.17,Premium,0,1,60.2,61.0,2825,6.9,1.17,1.17
527,0.91,Fair,2,2,61.3,67.0,2825,6.24,0.91,0.91
528,0.73,Premium,5,5,62.6,60.0,2826,5.75,0.73,0.73
529,0.7,Good,5,5,57.2,59.0,2826,5.94,0.7,0.7
530,0.9,Premium,1,2,62.2,59.0,2826,6.11,0.9,0.9
531,0.7,Premium,5,5,62.2,58.0,2826,5.66,0.7,0.7
532,0.7,Very Good,6,4,63.3,56.0,2826,5.6,0.7,0.7
533,0.7,Premium,5,5,59.4,61.0,2826,5.78,0.7,0.7
534,0.9,Very Good,1,2,63.5,56.0,2826,6.17,0.9,0.9
535,0.78,Premium,4,3,60.8,60.0,2826,5.97,0.78,0.78
536,0.96,Ideal,4,1,60.7,55.0,2826,6.41,0.96,0.96
537,0.7,Very Good,6,3,62.3,59.0,2827,5.67,0.7,0.7
538,0.72,Good,6,4,64.0,54.0,2827,5.68,0.72,0.72
539,0.79,Premium,2,6,62.6,58.0,2827,5.96,0.79,0.79
540,0.7,Ideal,2,7,61.6,57.0,2827,5.69,0.7,0.7
541,0.7,Ideal,2,7,62.3,55.0,2827,5.66,0.7,0.7
542,0.7,Ideal,6,2,60.6,57.0,2828,5.74,0.7,0.7
543,1.01,Premium,2,2,61.6,61.0,2828,6.39,1.01,1.01
544,0.72,Premium,4,5,62.2,58.0,2829,5.75,0.72,0.72
545,0.8,Good,5,2,63.7,54.0,2829,5.91,0.8,0.8
546,0.59,Ideal,5,7,62.0,56.0,2829,5.36,0.59,0.59
547,0.72,Ideal,4,5,61.7,57.0,2829,5.77,0.72,0.72
548,0.75,Premium,5,2,61.9,57.0,2829,5.88,0.75,0.75
549,0.8,Premium,5,2,60.2,57.0,2829,6.05,0.8,0.8
550,0.71,Very Good,5,4,62.7,59.0,2830,5.65,0.71,0.71
551,0.77,Very Good,2,3,61.7,56.0,2830,5.84,0.77,0.77
552,0.97,Ideal,4,1,60.7,56.0,2830,6.41,0.97,0.97
553,0.53,Ideal,4,7,60.9,57.0,2830,5.23,0.53,0.53
554,0.53,Ideal,4,7,61.8,57.0,2830,5.16,0.53,0.53
555,0.8,Ideal,1,4,62.1,54.4,2830,5.94,0.8,0.8
556,0.9,Premium,3,3,60.6,62.0,2830,6.21,0.9,0.9
557,0.76,Very Good,5,2,60.8,60.0,2831,5.89,0.76,0.76
558,0.72,Ideal,5,3,62.3,57.0,2831,5.7,0.72,0.72
559,0.75,Ideal,5,3,61.4,57.0,2831,5.82,0.75,0.75
560,0.72,Premium,5,3,62.1,58.0,2831,5.73,0.72,0.72
561,0.79,Ideal,3,3,61.8,56.0,2831,5.93,0.79,0.79
562,0.72,Very Good,4,4,62.5,58.0,2832,5.71,0.72,0.72
563,0.91,Very Good,1,2,62.8,61.0,2832,6.15,0.91,0.91
564,0.71,Premium,3,6,62.1,57.0,2832,5.75,0.71,0.71
565,0.81,Premium,3,3,63.0,60.0,2832,5.87,0.81,0.81
566,0.82,Ideal,2,3,62.5,57.0,2832,5.91,0.82,0.82
567,0.71,Premium,4,5,62.2,58.0,2832,5.72,0.71,0.71
568,0.9,Good,0,3,64.3,63.0,2832,6.05,0.9,0.9
569,0.8,Very Good,1,4,62.0,58.0,2833,5.86,0.8,0.8
570,0.56,Very Good,5,8,61.0,59.0,2833,5.28,0.56,0.56
571,0.7,Very Good,6,4,59.6,61.0,2833,5.77,0.7,0.7
572,0.7,Ideal,6,4,61.0,57.0,2833,5.74,0.7,0.7
573,0.61,Ideal,4,6,61.7,55.0,2833,5.45,0.61,0.61
574,0.85,Ideal,2,2,62.5,57.0,2833,6.02,0.85,0.85
575,0.7,Ideal,4,3,60.7,57.0,2833,5.73,0.7,0.7
576,0.8,Ideal,3,4,62.2,56.0,2834,5.94,0.8,0.8
577,0.8,Ideal,2,4,62.8,57.0,2834,5.91,0.8,0.8
578,0.51,Very Good,6,7,59.9,58.0,2834,5.16,0.51,0.51
579,0.53,Ideal,4,7,61.4,57.0,2834,5.2,0.53,0.53
580,0.78,Ideal,1,4,61.8,55.0,2834,5.92,0.78,0.78
581,0.9,Very Good,0,3,63.4,54.0,2834,6.17,0.9,0.9
582,0.9,Fair,3,2,65.3,59.0,2834,6.07,0.9,0.9
583,0.77,Ideal,5,2,60.7,55.0,2834,6.01,0.77,0.77
584,0.73,Ideal,4,5,61.2,56.0,2835,5.89,0.73,0.73
585,0.63,Ideal,4,6,61.9,57.0,2835,5.47,0.63,0.63
586,0.7,Ideal,5,4,61.5,54.0,2835,5.7,0.7,0.7
587,0.72,Ideal,5,4,62.8,57.0,2835,5.71,0.72,0.72
588,0.72,Ideal,5,3,61.0,57.0,2835,5.78,0.72,0.72
589,0.75,Premium,4,4,59.6,59.0,2835,6.04,0.75,0.75
590,0.82,Very Good,2,3,60.7,56.0,2836,6.04,0.82,0.82
591,0.71,Good,5,4,62.8,60.0,2836,5.6,0.71,0.71
592,0.7,Premium,5,5,62.6,59.0,2837,5.69,0.7,0.7
593,0.7,Ideal,5,5,61.8,56.0,2837,5.74,0.7,0.7
594,0.71,Ideal,4,3,59.8,53.0,2838,5.86,0.71,0.71
595,0.76,Very Good,2,3,60.9,55.0,2838,5.92,0.76,0.76
596,0.82,Fair,4,3,64.9,58.0,2838,5.83,0.82,0.82
597,0.72,Premium,4,5,58.8,60.0,2838,5.91,0.72,0.72
598,0.7,Premium,4,4,62.3,58.0,2838,5.72,0.7,0.7
599,0.7,Premium,4,4,61.7,58.0,2838,5.69,0.7,0.7
600,0.7,Premium,3,5,62.6,55.0,2838,5.73,0.7,0.7
601,0.7,Premium,4,4,59.4,61.0,2838,5.83,0.7,0.7
602,0.7,Very Good,5,3,63.5,59.0,2838,5.53,0.7,0.7
603,0.7,Premium,4,4,60.9,61.0,2838,5.71,0.7,0.7
604,0.7,Premium,4,4,59.5,58.0,2838,5.85,0.7,0.7
605,0.7,Premium,3,5,63.0,60.0,2838,5.64,0.7,0.7
606,0.74,Very Good,5,3,60.0,57.0,2839,5.85,0.74,0.74
607,0.71,Ideal,4,5,61.5,57.0,2839,5.74,0.71,0.71
608,0.7,Ideal,4,5,61.6,54.0,2839,5.75,0.7,0.7
609,0.71,Ideal,4,5,62.1,55.0,2839,5.82,0.71,0.71
610,0.71,Premium,4,5,59.1,61.0,2839,5.84,0.71,0.71
611,0.71,Premium,4,5,59.0,60.0,2839,5.82,0.71,0.71
612,0.71,Premium,4,5,60.5,58.0,2839,5.75,0.71,0.71
613,0.7,Ideal,4,5,62.4,53.0,2839,5.73,0.7,0.7
614,0.73,Ideal,3,4,61.8,54.0,2839,5.8,0.73,0.73
615,0.7,Ideal,5,4,62.1,54.0,2839,5.69,0.7,0.7
616,0.7,Ideal,3,5,61.3,57.0,2839,5.71,0.7,0.7
617,0.71,Premium,3,6,60.3,58.0,2839,5.82,0.71,0.71
618,0.71,Premium,4,5,59.2,58.0,2839,5.87,0.71,0.71
619,0.79,Premium,3,4,59.3,62.0,2839,6.09,0.79,0.79
620,0.71,Premium,4,5,62.7,59.0,2839,5.7,0.71,0.71
621,0.77,Very Good,2,5,61.0,60.0,2840,5.9,0.77,0.77
622,0.75,Very Good,4,2,59.8,56.0,2840,5.85,0.75,0.75
623,0.7,Ideal,4,3,61.0,56.0,2840,5.75,0.7,0.7
624,0.71,Premium,4,4,59.3,56.0,2840,5.88,0.71,0.71
625,0.92,Ideal,6,2,61.9,56.0,2840,6.27,0.92,0.92
626,0.83,Premium,4,2,61.4,59.0,2840,6.08,0.83,0.83
627,0.7,Premium,2,7,59.2,60.0,2840,5.87,0.7,0.7
628,0.73,Premium,4,4,60.3,59.0,2841,5.9,0.73,0.73
629,0.71,Very Good,6,5,63.4,55.0,2841,5.69,0.71,0.71
630,0.73,Very Good,6,3,63.9,57.0,2841,5.66,0.73,0.73
631,0.82,Ideal,4,2,61.7,53.0,2841,6.0,0.82,0.82
632,0.82,Ideal,4,2,62.3,56.0,2841,5.96,0.82,0.82
633,0.82,Very Good,4,2,59.7,57.0,2841,6.12,0.82,0.82
634,0.52,Ideal,4,7,61.2,56.0,2841,5.19,0.52,0.52
635,1.0,Premium,4,1,58.9,60.0,2841,6.6,1.0,1.0
636,0.95,Fair,3,3,66.7,56.0,2841,6.16,0.95,0.95
637,0.73,Ideal,6,3,61.4,57.0,2841,5.76,0.73,0.73
638,0.73,Premium,4,4,59.9,59.0,2841,5.87,0.73,0.73
639,0.73,Premium,3,5,61.4,58.0,2841,5.82,0.73,0.73
640,0.8,Ideal,1,5,62.6,54.0,2842,5.92,0.8,0.8
641,0.7,Premium,4,4,58.7,61.0,2842,5.8,0.7,0.7
642,0.7,Very Good,5,4,60.2,62.0,2843,5.71,0.7,0.7
643,0.7,Very Good,5,4,62.7,58.0,2843,5.65,0.7,0.7
644,0.71,Very Good,5,4,59.4,58.0,2843,5.76,0.71,0.71
645,0.81,Very Good,4,2,63.2,58.0,2843,5.91,0.81,0.81
646,0.71,Very Good,6,3,61.5,58.0,2843,5.73,0.71,0.71
647,0.73,Ideal,3,6,61.3,57.0,2843,5.81,0.73,0.73
648,0.73,Very Good,4,5,61.8,59.0,2843,5.73,0.73,0.73
649,0.72,Ideal,5,4,62.0,57.0,2843,5.71,0.72,0.72
650,0.81,Ideal,4,2,62.1,57.0,2843,5.91,0.81,0.81
651,0.71,Ideal,3,6,60.7,57.0,2843,5.81,0.71,0.71
652,0.73,Very Good,5,3,57.7,61.0,2844,5.92,0.73,0.73
653,0.7,Very Good,5,5,62.0,59.0,2844,5.65,0.7,0.7
654,1.01,Ideal,1,1,61.5,57.0,2844,6.45,1.01,1.01
655,1.01,Good,1,1,63.1,57.0,2844,6.35,1.01,1.01
656,0.79,Ideal,2,4,62.5,57.0,2844,5.91,0.79,0.79
657,0.7,Very Good,5,4,61.8,59.0,2845,5.65,0.7,0.7
658,0.7,Very Good,5,4,58.9,60.0,2845,5.83,0.7,0.7
659,0.8,Good,2,4,63.4,60.0,2845,5.92,0.8,0.8
660,1.27,Premium,2,2,59.3,61.0,2845,7.12,1.27,1.27
661,0.79,Ideal,6,3,61.5,56.0,2846,5.96,0.79,0.79
662,0.72,Very Good,4,5,60.2,59.0,2846,5.79,0.72,0.72
663,0.73,Ideal,2,6,61.6,56.0,2846,5.79,0.73,0.73
664,1.01,Fair,2,2,65.4,59.0,2846,6.3,1.01,1.01
665,1.01,Good,2,1,64.2,61.0,2846,6.25,1.01,1.01
666,0.73,Ideal,5,3,59.1,59.0,2846,5.92,0.73,0.73
667,0.7,Ideal,5,3,61.6,57.0,2846,5.71,0.7,0.7
668,0.7,Good,4,4,59.1,61.0,2846,5.76,0.7,0.7
669,0.77,Premium,5,3,62.9,59.0,2846,5.84,0.77,0.77
670,0.77,Premium,3,4,61.3,60.0,2846,5.91,0.77,0.77
671,0.77,Premium,3,5,61.4,58.0,2846,5.94,0.77,0.77
672,0.84,Very Good,2,3,61.2,57.0,2847,6.1,0.84,0.84
673,0.72,Ideal,5,3,60.3,57.0,2847,5.83,0.72,0.72
674,0.76,Premium,6,3,61.1,59.0,2847,5.93,0.76,0.76
675,0.7,Very Good,3,6,62.9,59.0,2848,5.61,0.7,0.7
676,0.54,Ideal,6,6,61.5,55.0,2848,5.25,0.54,0.54
677,0.75,Fair,6,2,64.6,57.0,2848,5.74,0.75,0.75
678,0.79,Good,5,3,64.1,54.0,2849,5.86,0.79,0.79
679,0.74,Very Good,5,5,63.1,58.0,2849,5.75,0.74,0.74
680,0.7,Very Good,5,4,61.0,60.0,2850,5.74,0.7,0.7
681,0.7,Ideal,4,4,60.8,59.0,2850,5.69,0.7,0.7
682,0.75,Ideal,0,3,61.5,56.0,2850,5.83,0.75,0.75
683,1.2,Very Good,2,1,63.1,60.0,2850,6.75,1.2,1.2
684,0.8,Very Good,4,3,63.4,57.0,2851,5.89,0.8,0.8
685,0.66,Ideal,6,5,62.1,56.0,2851,5.54,0.66,0.66
686,0.87,Very Good,4,2,61.0,63.0,2851,6.22,0.87,0.87
687,0.86,Premium,2,3,62.7,59.0,2851,6.04,0.86,0.86
688,0.74,Ideal,4,3,61.0,57.0,2851,5.85,0.74,0.74
689,0.58,Very Good,5,8,60.6,59.0,2852,5.37,0.58,0.58
690,0.78,Ideal,1,5,61.5,57.0,2852,5.88,0.78,0.78
691,0.74,Ideal,3,3,61.3,55.0,2852,5.85,0.74,0.74
692,0.73,Ideal,5,3,62.7,55.0,2852,5.7,0.73,0.73
693,0.91,Very Good,1,3,63.5,57.0,2852,6.12,0.91,0.91
694,0.71,Premium,4,4,62.6,58.0,2853,5.67,0.71,0.71
695,0.71,Good,3,5,63.5,55.0,2853,5.64,0.71,0.71
696,0.79,Ideal,6,2,62.8,57.0,2853,5.9,0.79,0.79
697,0.79,Premium,6,2,60.0,60.0,2853,6.07,0.79,0.79
698,0.71,Premium,5,3,62.7,58.0,2853,5.73,0.71,0.71
699,0.82,Premium,1,5,61.9,58.0,2853,5.99,0.82,0.82
700,0.78,Very Good,2,5,61.9,57.1,2854,5.87,0.78,0.78
701,0.7,Very Good,5,5,62.4,56.0,2854,5.64,0.7,0.7
702,1.12,Premium,2,1,59.1,61.0,2854,6.78,1.12,1.12
703,0.73,Premium,5,4,62.0,57.0,2854,5.86,0.73,0.73
704,0.91,Fair,0,4,64.4,62.0,2854,6.06,0.91,0.91
705,0.91,Fair,0,4,65.4,60.0,2854,6.04,0.91,0.91
706,0.91,Good,0,4,64.2,58.0,2854,6.12,0.91,0.91
707,0.91,Fair,2,3,65.8,58.0,2854,6.04,0.91,0.91
708,0.7,Premium,5,5,58.4,59.0,2854,5.91,0.7,0.7
709,0.68,Premium,4,6,61.7,57.0,2854,5.67,0.68,0.68
710,0.73,Very Good,4,4,62.5,57.0,2855,5.7,0.73,0.73
711,1.03,Good,0,3,63.6,57.0,2855,6.38,1.03,1.03
712,0.74,Premium,6,4,62.4,57.0,2855,5.8,0.74,0.74
713,0.98,Fair,5,2,53.3,67.0,2855,6.82,0.98,0.98
714,1.02,Fair,1,3,53.0,63.0,2856,6.84,1.02,1.02
715,1.0,Fair,3,2,67.8,61.0,2856,5.96,1.0,1.0
716,1.02,Ideal,2,2,61.6,55.0,2856,6.49,1.02,1.02
717,0.6,Ideal,4,6,60.8,57.0,2856,5.44,0.6,0.6
718,0.8,Ideal,3,2,61.6,56.0,2856,5.97,0.8,0.8
719,0.97,Ideal,4,1,60.7,56.0,2856,6.43,0.97,0.97
720,1.0,Fair,1,3,67.9,62.0,2856,6.19,1.0,1.0
721,0.26,Ideal,5,5,62.3,57.0,556,4.05,0.26,0.26
722,0.26,Ideal,5,5,62.1,56.0,556,4.09,0.26,0.26
723,0.36,Ideal,2,3,61.9,55.0,556,4.57,0.36,0.36
724,0.34,Good,3,4,57.5,61.0,556,4.6,0.34,0.34
725,0.34,Good,5,3,63.3,57.0,556,4.44,0.34,0.34
726,0.34,Good,5,3,63.5,55.0,556,4.44,0.34,0.34
727,0.34,Good,5,3,63.4,55.0,556,4.44,0.34,0.34
728,0.34,Very Good,3,4,59.6,62.0,556,4.54,0.34,0.34
729,0.34,Ideal,5,3,62.2,54.0,556,4.47,0.34,0.34
730,0.32,Good,5,4,64.1,54.0,556,4.34,0.32,0.32
731,0.31,Ideal,1,7,61.6,55.0,557,4.36,0.31,0.31
732,0.31,Ideal,1,7,61.3,56.0,557,4.36,0.31,0.31
733,0.31,Ideal,1,7,62.3,54.0,557,4.37,0.31,0.31
734,0.31,Ideal,1,7,62.0,54.0,557,4.37,0.31,0.31
735,0.31,Ideal,1,7,62.7,53.0,557,4.33,0.31,0.31
736,0.31,Ideal,1,7,62.2,53.0,557,4.36,0.31,0.31
737,0.31,Ideal,3,4,62.2,53.6,557,4.32,0.31,0.31
738,0.31,Ideal,2,5,61.6,54.8,557,4.35,0.31,0.31
739,0.31,Ideal,2,5,61.8,54.2,557,4.33,0.31,0.31
740,0.33,Premium,3,2,59.4,59.0,557,4.52,0.33,0.33
741,0.33,Premium,4,2,62.3,58.0,557,4.43,0.33,0.33
742,0.33,Premium,3,2,62.6,58.0,557,4.42,0.33,0.33
743,0.33,Ideal,3,2,61.9,56.0,557,4.45,0.33,0.33
744,0.33,Premium,4,2,63.0,58.0,557,4.42,0.33,0.33
745,0.33,Premium,0,5,62.8,58.0,557,4.41,0.33,0.33
746,0.33,Premium,0,5,61.5,61.0,557,4.46,0.33,0.33
747,0.33,Ideal,0,5,62.1,55.0,557,4.44,0.33,0.33
748,0.33,Ideal,1,3,63.0,57.0,557,4.39,0.33,0.33
